Region,Item_Code,Item,first_sale_date,last_sale_date,mean_demand,std_demand,cv,demand_count,total_periods,adi,Category,seasonality_score,final_category,ABC_classification
IND,70309310,AIR FILTER ASSY TRC1000MN UG,04-01-2023,03-01-2025,125.3636364,130.9687514,1.091420766,22,24,1.090909091,Erratic,1.102370543,Seasonal,A
IND,70309590,FAN GUARD ASSY,04-01-2023,02-01-2025,14.73333333,11.73192632,0.634069152,15,23,1.533333333,Lumpy,1.116802042,Lumpy,B
IND,70310050,HEAD DIA 100 CYL M/C D/V,04-01-2023,02-01-2025,3.777777778,3.345809983,0.784385813,9,23,2.555555556,Lumpy,0.629553525,Lumpy,C
IND,70310410,DISC COUPLING TRC1000MN UG,04-01-2023,03-01-2025,65.5,70.73588352,1.166264254,24,24,1,Erratic,1.153986835,Seasonal,A
IND,70311590,GASKET FREEEND COVER RR20100OF,04-01-2023,01-01-2024,12.66666667,11.01514109,0.756232687,3,10,3.333333333,Lumpy,0.183814295,NC,C
IND,70311610,FREE END COVER M/C RR20100OF(,04-01-2023,02-01-2025,6.333333333,6.043493156,0.910565888,15,23,1.533333333,Lumpy,0.669178789,Lumpy,C
IND,70311670,GASKET FLY END RR20100OF,04-01-2023,05-01-2023,4.5,2.121320344,0.222222222,2,2,1,Smooth,0.136770634,NC,C
IND,70311740,PISTON ASSY LP DIA150  RR20 OF,04-01-2023,03-01-2025,7.761904762,8.954913522,1.331024879,21,24,1.142857143,Erratic,0.686512774,Erratic,A
IND,70311780,PISTON ASSY HP DIA100  RR20 OF,04-01-2023,03-01-2025,5.125,5.678908346,1.227840571,16,24,1.5,Lumpy,0.389400884,Lumpy,B
IND,70311790,GASKET C/CASE TO LPCYL RR20 OF,04-01-2023,09-01-2023,6.333333333,5.507570547,0.756232687,3,6,2,Lumpy,0.144566895,NC,C
IND,70311890,CYL DIA 150 HON RR20100 OF,04-01-2023,03-01-2025,9.15,11.54066038,1.590813009,20,24,1.2,Erratic,0.363008735,Erratic,B
IND,70311900,GASKET CC TO CYL HP RR20100 OF,04-01-2023,05-01-2023,5.5,3.535533906,0.41322314,2,2,1,Smooth,0.136421298,NC,C
IND,70311990,CYL DIA 100 HON RR20100 OF,04-01-2023,03-01-2025,5.388888889,6.53622385,1.471144649,18,24,1.333333333,Lumpy,0.487401931,Lumpy,B
IND,70312250,GASKET FLYEND TO MOTOR RR20 OF,04-01-2023,02-01-2025,2.181818182,1.662418829,0.580555556,11,23,2.090909091,Lumpy,0.730483505,Lumpy,C
IND,70314140,BASE FRAME RR20100 CG WAP4 OB,04-01-2023,04-01-2023,15,0,0,1,1,1,Lumpy,0.05763034,NC,C
IND,70314640,GASKET VALVE BIG HP,04-01-2023,11-01-2024,12,10.39230485,0.75,5,20,4,Lumpy,0.273655372,Lumpy,C
IND,70314650,GASKET  VALVE SMALL HP,04-01-2023,11-01-2024,6.2,5.540758071,0.798647242,5,20,4,Lumpy,0.267134367,Lumpy,C
IND,70314660,GASKET - CC TO CYL DIA 110,04-01-2023,04-01-2023,6,0,0,1,1,1,Lumpy,0.05763034,NC,C
IND,70314670,GASKET - CC TO CYL DIA 85,04-01-2023,04-01-2023,3,0,0,1,1,1,Lumpy,0.05763034,NC,C
IND,70314700,GASKET CRANK CASE BOTTOM COVER,04-01-2023,03-01-2025,1.25,0.5,0.16,4,24,6,Intermittent,0.57579208,Intermittent,C
IND,70315030,MODIFIED COOLER BRACKET-RR1507,04-01-2023,05-01-2023,5,2.828427125,0.32,2,2,1,Smooth,0.136765677,NC,C
IND,70315330,GASKET VALVE BIG LP,04-01-2023,04-01-2023,12,0,0,1,1,1,Lumpy,0.05763034,NC,C
IND,70315340,GASKET VALVE SMALL LP,04-01-2023,04-01-2023,6,0,0,1,1,1,Lumpy,0.05763034,NC,C
IND,70315440,GUARD REAR USL RR20CG(M),04-01-2023,02-01-2025,85.2,70.19686603,0.678822544,15,23,1.533333333,Lumpy,1.076379752,Lumpy,A
IND,70317710,OUTLET PIPE RR20CC BLW,04-01-2023,05-01-2024,20.2,21.28849455,1.110675424,5,14,2.8,Lumpy,1.254682097,Lumpy,C
IND,70400650,BUSH DISTANCE RR20CG(M)/HV21,04-01-2023,02-01-2025,16.3125,26.07864708,2.555812941,16,23,1.4375,Lumpy,1.297916586,Lumpy,C
IND,70400660,PLUG OIL FILLING RR20100,04-01-2023,03-01-2025,50.30769231,40.70500505,0.654676623,13,24,1.846153846,Lumpy,0.473788137,Lumpy,C
IND,70404200,BEARING TAPER ROLLER,04-01-2023,03-01-2025,24.2,20.32732152,0.705552899,5,24,4.8,Lumpy,0.710471124,Lumpy,B
IND,70404970,GASKET HEAD DIA90 RR14100,04-01-2023,03-01-2025,149.3478261,320.6854319,4.610634034,23,24,1.043478261,Erratic,0.779421378,Erratic,C
IND,07040498A,GASKET SUCTION FILTER RR20100O,04-01-2023,08-01-2023,6.333333333,3.511884584,0.307479224,3,5,1.666666667,Intermittent,0.2177254,NC,C
IND,07040500A,GASKET 0.25 C/CASE-CYL RR14100,04-01-2023,03-01-2025,19.5,16.78789246,0.741179049,10,24,2.4,Lumpy,1.039711156,Lumpy,C
IND,07040500B,GASKET 0.40 C/CASE-CYL RR14100,04-01-2023,03-01-2025,14.41666667,15.70441937,1.186626531,12,24,2,Lumpy,1.165363936,Lumpy,C
IND,07040500C,GASKET 0.75 C/CASE-CYL RR14100,04-01-2023,03-01-2025,18.53333333,17.29519614,0.870851109,15,24,1.6,Lumpy,0.884191699,Lumpy,C
IND,70405010,GASKET BIG DV100 RR14100,04-01-2023,03-01-2025,72.41666667,53.86530437,0.553275164,24,24,1,Erratic,0.463707521,Erratic,C
IND,70405030,GASKET BIG DV60 RR14100,04-01-2023,03-01-2025,68.66666667,42.79035514,0.388329023,24,24,1,Smooth,0.776347503,Smooth,C
IND,70405040,GASKET SMALL DV60 RR14100,04-01-2023,03-01-2025,44.375,33.50510993,0.570092545,24,24,1,Erratic,0.803869629,Erratic,C
IND,70405210,RUBBER GRIP,04-01-2023,02-01-2025,125.6666667,162.4584049,1.671260615,21,23,1.095238095,Erratic,1.129525218,Seasonal,C
IND,07040533A,PIPE ASSY T CONN TO I/C IN RR6,04-01-2023,04-01-2024,10.75,4.34932945,0.163692086,4,13,3.25,Intermittent,1.129615144,Intermittent,C
IND,07040544A,GASKET FLANGE SMALL HP20330S,04-01-2023,03-01-2025,475.2083333,824.6847608,3.011673191,24,24,1,Erratic,0.627827136,Erratic,B
IND,70405730,BRACKET COOLER RR15070,04-01-2023,08-01-2023,3,0,0,2,5,2.5,Intermittent,0.16088455,NC,C
IND,70406370,"FILTER ELEMENT, RR15070",04-01-2023,04-01-2023,1,0,0,1,1,1,Lumpy,0.05763034,NC,C
IND,70406420,PISTON WITH G PIN DIA 112 RR20,04-01-2023,03-01-2025,3.384615385,2.328750077,0.47339876,13,24,1.846153846,Intermittent,1.06588513,Intermittent,C
IND,70406520,PISTON WITH G PIN DIA 90 RR201,04-01-2023,03-01-2025,2.133333333,1.302013093,0.372488839,15,24,1.6,Intermittent,0.9243256,Intermittent,C
IND,70406810,GASKET UNLOADER HOUSING,04-01-2023,03-01-2025,21,18.99671024,0.818310658,17,24,1.411764706,Lumpy,1.043678302,Lumpy,C
IND,70406870,FILTER ELEMENT HP20/TRC1000BS,04-01-2023,03-01-2025,9.857142857,6.951875389,0.497395505,21,24,1.142857143,Erratic,1.184958316,Seasonal,B
IND,70406920,OIL LEVEL INDICATOR LG3CDBUG,04-01-2023,09-01-2024,8.545454545,9.16911813,1.151290177,11,18,1.636363636,Lumpy,1.201503914,Lumpy,B
IND,70407090,Flanged bolt 5BY8-11UNC RR6610,04-01-2023,02-01-2025,234,209.434613,0.801060288,8,23,2.875,Lumpy,1.177753387,Lumpy,C
IND,70408010,"PIPE ASSY,COPPER I/C TO HP CYL",04-01-2023,03-01-2025,10.23076923,18.35371827,3.218337196,13,24,1.846153846,Lumpy,0.309660686,Lumpy,B
IND,70408020,"PIPE ASSY,HP CYL TO COPPER A/C",04-01-2023,03-01-2025,10.78571429,17.13825488,2.524848775,14,24,1.714285714,Lumpy,0.365598196,Lumpy,A
IND,70408060,COOLER&GUARD ASSY RR 20 CG,04-01-2023,03-01-2025,9.263157895,6.261363938,0.456898531,19,24,1.263157895,Smooth,1.035971891,Seasonal,A
IND,70408090,GASKET DIA 90 HEAD RR14100,04-01-2023,03-01-2025,922.7916667,1189.718965,1.66219297,24,24,1,Erratic,0.835602447,Erratic,B
IND,70408110,SPRING SUL  RR66101W,04-01-2023,12-01-2024,119.6363636,110.0575056,0.846277751,11,21,1.909090909,Lumpy,1.222330897,Lumpy,C
IND,07040841A,HOSE ASSY DRY TO COLLER RR15 0,04-01-2023,10-01-2024,4.428571429,2.149196971,0.235518557,7,19,2.714285714,Intermittent,0.942704654,Intermittent,B
IND,70408730,Cylinder Dia112 Honing,04-01-2023,03-01-2025,5.538461538,3.573406046,0.416280864,13,24,1.846153846,Intermittent,1.086590799,Intermittent,C
IND,70408740,Cylinder Dia 90 Honing,04-01-2023,03-01-2025,2.571428571,1.910065875,0.551756885,14,24,1.714285714,Lumpy,1.106873784,Lumpy,C
IND,70409220,SPRING_RR66101W,04-01-2023,12-01-2024,65.55555556,63.08547993,0.926061477,9,21,2.333333333,Lumpy,1.250506999,Lumpy,C
IND,70409670,GASKET LP VALVE BIG RR20 OF,04-01-2023,11-01-2024,11.5,8.602325267,0.559546314,8,20,2.5,Lumpy,0.736196006,Lumpy,C
IND,70409680,GASKET LP VALVE SMALL RR20 OF,04-01-2023,11-01-2024,6,4.105745104,0.468253968,8,20,2.5,Intermittent,0.734418491,Intermittent,C
IND,70409690,GASKET VALVE BIG HP RR20 OF,04-01-2023,10-01-2024,9,6.164414003,0.469135802,6,19,3.166666667,Intermittent,0.743285016,Intermittent,C
IND,70409700,GASKET VALVE SMALL HP RR20 OF,04-01-2023,11-01-2024,5.428571429,2.6367368,0.235918744,7,20,2.857142857,Intermittent,0.669116137,Intermittent,C
IND,70409790,GASKET LP SUCTION RR20100 OF,04-01-2023,03-01-2024,6.4,3.577708764,0.3125,5,12,2.4,Intermittent,0.326326087,Intermittent,C
IND,70409800,GASKET LP DELIVERY RR20100 OF,04-01-2023,03-01-2025,23.11111111,31.07830612,1.808310605,9,24,2.666666667,Lumpy,0.144687593,Lumpy,C
IND,70411240,SEAL 60X45X6,04-01-2023,03-01-2025,7.352941176,7.097016772,0.9316,17,24,1.411764706,Lumpy,0.524258749,Lumpy,C
IND,70411280,GASKET MIST SEPARATOR,04-01-2023,02-01-2025,3.2,1.788854382,0.3125,5,23,4.6,Intermittent,0.164570147,Intermittent,C
IND,70411370,SAFETY SLING SET RR20100CG(M),04-01-2023,02-01-2025,2.25,1.035098339,0.211640212,8,23,2.875,Intermittent,0.869099614,Intermittent,C
IND,70411420,BRG MOTOR 6208-2Z/C3HTVT530,04-01-2023,04-01-2023,1,0,0,1,1,1,Lumpy,0.05763034,NC,C
IND,72300010,ROTOR REMOVING TOOL RR20100OF,04-01-2023,12-01-2024,3.571428571,1.902379462,0.283733333,7,21,3,Intermittent,1.173522849,Intermittent,C
IND,72400249,KIT GASKETS RR20100CC,04-01-2023,03-01-2025,3.210526316,2.551229494,0.631461077,19,24,1.263157895,Erratic,0.994536314,Erratic,C
IND,72400579,PISTON RINGS 108DIA.SET CONSIS,04-01-2023,04-01-2023,12,0,0,1,1,1,Lumpy,0.05763034,NC,C
IND,72400599,RING SET 197 DIA,04-01-2023,04-01-2023,60,0,0,1,1,1,Lumpy,0.05763034,NC,B
IND,72402609,REPAIR KIT RLY HIGH/LOW TONE,04-01-2023,02-01-2025,549.5714286,810.1493418,2.173110821,14,23,1.642857143,Lumpy,1.053123714,Lumpy,B
IND,72403419,KIT GASKET/SEALING TRC2507,04-01-2023,11-01-2024,23.77777778,30.76433722,1.673988995,9,20,2.222222222,Lumpy,0.501183153,Lumpy,B
IND,72403449,OBS PISTON RINGS DIA84 TRC1000,04-01-2023,02-01-2025,15,17.81151313,1.41,9,23,2.555555556,Lumpy,1.146457188,Lumpy,C
IND,72403459,OBS PISTON RINGS DIA106TRC1000,04-01-2023,02-01-2025,26.625,33.19611638,1.554516457,8,23,2.875,Lumpy,1.308328949,Lumpy,C
IND,72403479,OBS PISTON RINGS DIA127 TRC250,04-01-2023,03-01-2025,32.69565217,38.60103011,1.393855586,23,24,1.043478261,Erratic,1.140682258,Seasonal,B
IND,72403489,OBS PISTON RINGS DIA140 TRC,04-01-2023,02-01-2025,22,23.82306575,1.172600127,14,23,1.642857143,Lumpy,0.920439232,Lumpy,C
IND,72403609,KIT SPARES TRC1000DCM/ACM,04-01-2023,03-01-2025,71.76923077,81.77219764,1.298179529,13,24,1.846153846,Lumpy,1.248258205,Lumpy,A
IND,72403619,KIT SPARES RR20100 CLW,04-01-2023,03-01-2025,242.8333333,134.9314372,0.308751936,24,24,1,Smooth,0.723881102,Smooth,A
IND,72403939,KIT RINGS HP RR66101,04-01-2023,02-01-2025,22.63636364,19.16388649,0.71672715,11,23,2.090909091,Lumpy,1.17407502,Lumpy,C
IND,72404009,KIT AOH SPARES TRC1000MNUG,04-01-2023,03-01-2025,74.41666667,103.3167004,1.927527708,24,24,1,Erratic,1.143413751,Seasonal,A
IND,72413879,KIT AOH 18 MON (DEMU) RR15070,04-01-2023,03-01-2025,13.93333333,9.315629468,0.447007035,15,24,1.6,Intermittent,1.06587394,Intermittent,A
IND,72470619,KIT GASKETS RR20070OF(M),04-01-2023,03-01-2025,8.571428571,10.77298208,1.579666667,21,24,1.142857143,Erratic,0.522183678,Erratic,C
IND,72490449,KIT IOH RR20100CG(M),04-01-2023,03-01-2025,34.2,26.0376246,0.57962954,20,24,1.2,Erratic,0.838204994,Erratic,A
IND,72493099,KIT PISTON RING DIA112 RR20101,04-01-2023,03-01-2025,4.5,2.848751413,0.400759734,14,24,1.714285714,Intermittent,1.023517913,Intermittent,C
IND,72493199,KIT PISTON RING DIA 90 RR20101,04-01-2023,03-01-2025,2.2,1.424279266,0.419126328,15,24,1.6,Intermittent,0.995691405,Intermittent,C
IND,72493599,KIT IOH 36 MONTHS(SR) DCM,04-01-2023,03-01-2025,16.63636364,10.83764483,0.424378154,11,24,2.181818182,Intermittent,0.914994757,Intermittent,A
IND,72495409,KIT OH CRC 150 (10 ITEMS),04-01-2023,02-01-2025,143.25,102.6851985,0.513838254,4,23,5.75,Lumpy,1.270536834,Lumpy,B
IND,72496249,KIT GASKET RR20100OF,04-01-2023,03-01-2025,3,2.886751346,0.925925926,13,24,1.846153846,Lumpy,0.782067179,Lumpy,C
IND,72496279,KIT LP CYL WITH PLUG ASSY RR66,04-01-2023,03-01-2025,13.14285714,14.47329232,1.212704789,7,24,3.428571429,Lumpy,0.846902215,Lumpy,A
IND,72496289,KIT HP CYL WITH SIDE COVER RR6,04-01-2023,03-01-2025,6.428571429,5.223572943,0.660246914,7,24,3.428571429,Lumpy,0.815093228,Lumpy,B
IND,72496329,KIT YEARLY SCHEDULE RR66,04-01-2023,02-01-2025,10,6.244997998,0.39,3,23,7.666666667,Intermittent,0.999219593,NC,B
IND,72496379,KIT HP SUC VALVE (IM) RR66,04-01-2023,03-01-2025,30.9,31.39161247,1.032072699,10,24,2.4,Lumpy,0.693031804,Lumpy,B
IND,72496389,KIT HP DISCH VALVE (IM) RR66,04-01-2023,01-01-2025,20.125,14.92301674,0.549846512,8,22,2.75,Lumpy,0.790277509,Lumpy,B
IND,72496559,KIT SET OF PISTON ASSY 1000MN,04-01-2023,02-01-2025,46.625,31.09403939,0.444750658,8,23,2.875,Intermittent,1.075604355,Intermittent,B
IND,72497019,KIT PISTON D60 W/CIRCLIP TSLD,04-01-2023,03-01-2025,19.33333333,11.79044074,0.37191749,24,24,1,Smooth,0.936937828,Smooth,C
IND,72497039,KIT PISTON D100 W/CIRCLIP TSLD,04-01-2023,03-01-2025,14,8.682816614,0.384649512,24,24,1,Smooth,0.559129221,Smooth,C
IND,72499629,KIT SPARE IOH RR20100CG(M)-WR,04-01-2023,03-01-2025,31.125,32.72586352,1.105512123,8,24,3,Lumpy,1.262029775,Lumpy,A
IND,90210520,WIPER MOTOR ASSY CLW,04-01-2023,11-01-2024,57.11111111,70.49724187,1.523712509,9,20,2.222222222,Lumpy,1.274302895,Lumpy,C
IND,90344110,BLADE ASSY WAG9/WAP5 ABB,04-01-2023,03-01-2025,614.6,458.278892,0.555999751,15,24,1.6,Lumpy,0.845172558,Lumpy,B
IND,90344160,WATER PUMP ASSY WAG9/WAP5 ABB,04-01-2023,01-01-2025,59.625,52.55184515,0.776817775,8,22,2.75,Lumpy,0.630041175,Lumpy,A
IND,90345030,GEAR SQ-WIDER WIDTH-AT,04-01-2023,09-01-2024,77.8,87.85897791,1.275302172,5,18,3.6,Lumpy,1.238308264,Lumpy,B
IND,90416330,WIPER ASSY ARM & BLADE CLW,04-01-2023,01-01-2025,12,12.73914103,1.126984127,8,22,2.75,Lumpy,1.233518405,Lumpy,C
IND,90445790,TUBE; NYLON; DIA6X4,04-01-2023,02-01-2025,1.666666667,0.577350269,0.12,3,23,7.666666667,Intermittent,0.190201357,NC,C
IND,90478080,PISTON PILOT VALVE DIA60 ALU-,04-01-2023,09-01-2024,102.4,123.6539526,1.45819664,5,18,3.6,Lumpy,1.272763437,Lumpy,C
IND,90479690,VULCANIZED FLOW CONT ARRANGEM,04-01-2023,12-01-2024,86,107.4895344,1.562195782,6,21,3.5,Lumpy,1.297986174,Lumpy,B
IND,90516370,DIAPHRAGM DLW  HORN  PB,04-01-2023,07-01-2023,-258.5,376.8879144,2.125706632,2,4,2,Lumpy,0.179167841,NC,C
IND,105411BSC,BEARING 6007 2RS1 C3,04-01-2023,04-01-2023,2,0,0,1,1,1,Lumpy,0.05763034,NC,C
IND,105413BSC,BEARING 6008 2RS1 C3,04-01-2023,01-01-2025,2.333333333,1.366260102,0.342857143,6,22,3.666666667,Intermittent,0.301542286,Intermittent,C
IND,106-01060-S,OIL CAP DIPSTICK 20 LT 50AK,04-01-2023,03-01-2025,120.8333333,110.0560463,0.829572414,12,24,2,Lumpy,0.965379801,Lumpy,B
IND,108766236,DISPLAY PCB WITH 1.5M CABLE,04-01-2023,05-01-2024,1.875,1.125991626,0.360634921,8,14,1.75,Intermittent,0.619793548,Intermittent,C
IND,115-009-S,Stationary battery 20 AP,04-01-2023,11-01-2024,340,302.7316377,0.792789312,10,20,2,Lumpy,1.041187817,Lumpy,C
IND,120-043622-S,LAMA RINF. SUPP. RAD. VRH30,04-01-2023,02-01-2025,15,12.489996,0.693333333,4,23,5.75,Lumpy,0.158447682,Lumpy,C
IND,120-21977-S,Support bracket fuse box 250 P,04-01-2023,07-01-2024,150.3333333,98.23780671,0.42701855,6,16,2.666666667,Intermittent,0.663604143,Intermittent,C
IND,120-323825-S,BLADE MOUNTING DOORS MDVS 250,04-01-2023,04-01-2024,175,188.5364686,1.160685714,8,13,1.625,Lumpy,0.498158175,Lumpy,C
IND,120-3964800-S,Blade mount inter cooler inlet,04-01-2023,06-01-2024,80.71428571,39.97797012,0.245324353,7,15,2.142857143,Intermittent,1.078180758,Intermittent,C
IND,120-39648121-S,SLIDING LOWER BLADE HELM 53 KB,04-01-2023,02-01-2024,78.33333333,45.39016046,0.335760978,6,11,1.833333333,Intermittent,0.422706965,Intermittent,C
IND,124-1110200-S,PANELELLO ANTERIORE VRH 30 201,04-01-2023,09-01-2024,6.666666667,2.886751346,0.1875,3,18,6,Intermittent,0.744336254,NC,C
IND,124-1110204-S,SIDE PANEL DX VRH30 2013,04-01-2023,05-01-2023,10,0,0,2,2,1,Smooth,0.128117686,NC,C
IND,124-1110206-S,LATER PANEL. LEFT VRH30 2013,04-01-2023,05-01-2023,10,0,0,2,2,1,Smooth,0.128117686,NC,C
IND,124-1110208-S,TOP PANEL VRH30 2013,04-01-2023,12-01-2024,8,3.464101615,0.1875,3,21,7,Intermittent,0.131944444,NC,C
IND,124-249315-S,PANN. INTERM. PR. AR. ANT. X17,04-01-2023,11-01-2023,10,0,0,3,8,2.666666667,Intermittent,0.782511107,NC,C
IND,124-249415-S,PANN. SUP. INS. PR. AR. PO. X1,04-01-2023,11-01-2023,37.5,17.07825128,0.207407407,4,8,2,Intermittent,0.717893732,Intermittent,C
IND,124-297920-S,PANN.CHIUS.APER.TEL. TROPIC. 2,04-01-2023,07-01-2023,50,28.28427125,0.32,2,4,2,Intermittent,0.180418235,NC,C
IND,124-3010-S,P. CH. TAG. RAD. AR. 71 M. 804,04-01-2023,11-01-2023,37.5,42.79018579,1.302044444,4,8,2,Lumpy,1.220767578,Lumpy,C
IND,124-3054120-S,PANN.INS. AIR INTAKE 81 K FTG,04-01-2023,07-01-2024,66.66666667,40.58406912,0.37059,6,16,2.666666667,Intermittent,0.548917292,Intermittent,C
